Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
12qmPGMrOCogibc7qyxT9s,"I Wanna Be Your Ghost (feat. Ghosts)","I Wanna Be Your Ghost (feat. Ghosts)","Gen Hoshino",2022-07-18,225533,35,,2022-07-27T11:53:54Z,"j-pop,anime","Speedstar",0.829,0.751,11,-4.937,0,0.0645,0.0142,0.014,0.0414,0.96,129.993,4
73OqjOvRSeOJwv541W28q6,"ルーザー","X","DISH//",2021-02-24,213000,28,,2022-07-25T10:41:17Z,"j-pop,anime","Sony Music Labels Inc.",0.605,0.877,11,-4.241,0,0.0423,0.000588,0,0.285,0.702,103.998,4
0k4KaqElLVjdR6sVHPTS6h,"君の恋人になったら","ハッピーエンド","back number",2016-11-16,244066,65,,2022-07-16T09:17:14Z,"j-pop,j-rock","Universal Music LLC",0.417,0.886,5,-2.06,1,0.0655,0.00166,0,0.125,0.393,140.075,4
5W7Y92LB4jWvu9NeEQ0GZl,"なんでもないよ、","ハッピーエンドへの期待は","Macaroni Empitsu",2022-01-12,219252,67,,2022-07-16T09:09:39Z,"j-pop","Toy's Factory",0.598,0.511,4,-6.015,1,0.0423,0.245,0,0.0732,0.652,171.845,4
1flvuaMS27JxpEBL0u2cWc,"恋","POP VIRUS","Gen Hoshino",2018-12-19,251266,53,,2022-07-11T10:57:20Z,"j-pop,anime","Speedstar",0.598,0.819,9,-2.619,1,0.0911,0.00081,0,0.218,0.878,158.115,4
1fxKOMAXmWs5hmxmcc9eor,"PARTY","ENSEMBLE","Mrs. GREEN APPLE",2018-04-17,259373,53,,2022-07-10T10:35:39Z,"j-pop,anime,j-rock","Universal Music LLC",0.399,0.834,7,-2.882,1,0.0397,0.188,0,0.799,0.659,175.063,4
6ZiEWet0uFRwWBCEKCQ8rY,"逆夢","逆夢","King Gnu",2021-12-24,307666,66,,2022-07-09T16:59:26Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.204,0.708,1,-5.425,1,0.0458,0.442,0,0.319,0.278,83.443,4
0yzcqtdu85erFxmgeZp0zW,"Negro Y Azul: The Ballad of Heisenberg (From Breaking Bad TV Series)","Negro Y Azul: The Ballad of Heisenberg (From Breaking Bad TV Series)","Los Cuates de Sinaloa",2008-07-21,204813,55,,2022-07-04T07:42:40Z,"sierreño,corrido,norteño,cumbia norteña,música mexicana","Sony Music Latin",0.539,0.639,3,-7.311,1,0.0353,0.412,0,0.075,0.968,162.099,3
4NaaF28BeO9WzjDrSS71Nz,"ダンスホール","ダンスホール","Mrs. GREEN APPLE",2022-05-23,203149,74,,2022-07-02T16:46:38Z,"j-pop,anime,j-rock","Universal Music LLC",0.736,0.695,7,-3.87,1,0.0468,0.0209,0,0.0517,0.784,109.976,4
3hkGr1uZjTdiAPZrk2NTiP,"レディメイド","狂言","Ado",2022-01-26,243186,51,,2022-06-30T17:40:18Z,"j-pop,anime,vocaloid,j-rock","Universal Music LLC",0.493,0.866,5,-1.786,0,0.14,0.0259,0,0.262,0.577,195.211,4
0871AdnvzzSGr5XdTJaDHC,"踊","狂言","Ado",2022-01-26,210346,56,,2022-06-30T16:02:25Z,"j-pop,anime,vocaloid,j-rock","Universal Music LLC",0.709,0.962,1,-0.753,1,0.106,0.153,0.00000177,0.621,0.767,128.013,4
55emtNBnUXszixuQj4Fg6I,"ばかまじめ","ばかまじめ","Creepy Nuts,Ayase,Lilas",2022-03-20,172366,54,,2022-06-27T17:02:38Z,"anime,j-pop,j-rap,vocaloid","Sony Music Labels Inc.",0.61,0.938,10,-3.592,0,0.0525,0.194,0,0.518,0.802,90.949,4
2ErKrJGeDg1ff8BiaFNEJE,"HELLO","Editorial","OFFICIAL HIGE DANDISM",2021-08-18,282386,50,,2022-06-26T22:26:36Z,"j-pop,anime,j-rock","IRORI Records",0.54,0.83,1,-5.41,0,0.0332,0.000281,0,0.298,0.551,126.969,4
6IEqiEgTQn4FwE0seKXFZO,"Lovers","アンサーパレード","sumika",2016-05-25,250800,62,,2022-06-26T03:44:01Z,"j-pop,anime,j-rock","murffin discs / NOiD",0.606,0.919,11,-2.024,1,0.0318,0.0657,0,0.297,0.766,114.474,4
2YbNZLoiREBYZo4HeKB8Np,"ミスター","ミスター","YOASOBI",2022-02-16,187000,51,,2022-06-25T15:41:19Z,"j-pop,anime","YOASOBI",0.732,0.933,1,-3.51,0,0.0548,0.0674,0.0000367,0.202,0.611,119.971,4
2rpnXsPsPV36V4HGnYhTdo,"アンゼンパイ","Progressive","Mrs. GREEN APPLE",2015-02-18,266946,48,,2022-06-25T11:13:09Z,"j-pop,anime,j-rock","Universal Music LLC",0.677,0.846,2,-3.022,1,0.0363,0.0104,0,0.173,0.882,120.039,4
0hGQravWbsUo7goikMweSR,"Second LINE","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,267149,37,,2022-06-24T23:00:08Z,"j-pop,anime,j-rock","LASTRUM",0.602,0.867,7,-3.1,1,0.0355,0.0158,0,0.352,0.544,102.063,4
5yR62lM4XZ726M4ZbWgfeP,"STEP IT","STEP IT","Nulbarich",2022-03-16,220000,33,,2022-06-22T05:37:27Z,"j-r&b,japanese indie,city pop,j-pop","Victor",0.798,0.714,4,-8.352,1,0.0603,0.108,0.338,0.291,0.888,110.99,4
10Eyo4juZQFthKqlJgGMdp,"怪盗","怪盗","back number",2021-05-24,196226,58,,2022-06-20T18:03:00Z,"j-pop,j-rock","Universal Music LLC",0.636,0.847,7,-2.093,1,0.037,0.407,0,0.295,0.8,114.028,4
23NPPhiLqHywaExkaEey8l,"わたがし","blues","back number",2012-11-21,259866,56,,2022-06-20T17:29:31Z,"j-pop,j-rock","Universal Music LLC",0.694,0.772,9,-3.549,0,0.0345,0.0446,0,0.0799,0.631,124.061,4
4xNvQ8WlKXs8k8z5acCSoQ,"アップルパイ","シャンデリア","back number",2015-12-09,160826,55,,2022-06-20T17:02:37Z,"j-pop,j-rock","Universal Music LLC",0.664,0.709,0,-4.014,1,0.0327,0.00424,0,0.0315,0.584,122.963,4
7537JfhvVpEqkrY2CIY7zu,"好きだ","好きだ","YOASOBI",2022-05-30,217512,52,,2022-06-20T14:21:04Z,"j-pop,anime","YOASOBI",0.771,0.935,4,-3.366,0,0.0327,0.174,0.00000106,0.404,0.86,120.032,4
7ncPjJBktLEOpstY5JOUMK,"一途","一途","King Gnu",2021-12-10,190606,67,,2022-06-19T10:03:27Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.5,0.964,2,-4.19,1,0.124,0.00723,0.000062,0.0557,0.662,159.971,4
1Qjs2fvFjBWBIS3puCHK9W,"2way nice guy","2way nice guy","Creepy Nuts",2022-06-01,225666,49,,2022-06-19T10:03:18Z,"anime,j-pop,j-rap","Sony Music Labels Inc.",0.769,0.939,11,-5.506,0,0.0491,0.00304,0,0.268,0.806,130.073,4
278JqkBGkjDovOYAwE8TW7,"115万キロのフィルム","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,324633,67,,2022-06-18T22:58:31Z,"j-pop,anime,j-rock","LASTRUM",0.516,0.791,3,-1.927,1,0.0318,0.00345,0,0.141,0.48,96.921,4
0dSPApaBoWn6SA4GKWq9QK,"Romance","THE BOOK 2","YOASOBI",2021-12-01,166426,52,,2022-06-18T21:07:42Z,"j-pop,anime","YOASOBI",0.643,0.945,1,-2.095,0,0.0445,0.0889,0,0.271,0.853,130.001,4
0cPvRrV9PBBHVfHoGBlFdO,"Hell's Comin' with Me","Hell's Comin' with Me","Poor Man's Poison",2019-12-13,212996,1,,2022-06-17T17:21:16Z,"gothic country","Poor Mans Poison",0.581,0.619,4,-7.691,0,0.0383,0.395,0.00000534,0.197,0.533,129.879,4
398dL22bDbKbAmiOnPaq7o,"たぶん","THE BOOK","YOASOBI",2021-01-06,256773,67,,2022-06-16T13:28:45Z,"j-pop,anime","YOASOBI",0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,4
6ts1KCOudfDYXYfyWtq0k1,"おもかげ (produced by Vaundy)","おもかげ (produced by Vaundy)","milet,Aimer,Lilas",2021-12-17,188060,62,,2022-06-16T12:58:30Z,"j-pop,anime,j-rock","THE FIRST TAKE MUSIC",0.488,0.638,8,-4.502,1,0.058,0.0258,0.0000224,0.12,0.713,207.906,4
172fMG26G2OoEzzg0wn26r,"白日","CEREMONY","King Gnu",2020-01-15,276373,67,,2022-06-09T19:35:43Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.599,0.891,1,-3.242,1,0.116,0.562,0,0.322,0.694,93.029,4
7FrnEJvjDRU3X4ybFNEfsy,"Lost In My Room","Editorial","OFFICIAL HIGE DANDISM",2021-08-18,270386,35,,2022-06-09T16:01:17Z,"j-pop,anime,j-rock","IRORI Records",0.62,0.429,11,-8.485,1,0.0321,0.0309,0,0.137,0.165,107.962,4
5eLmQSX7LblbNzoGWXk5OB,"ペンディング・マシーン","Editorial","OFFICIAL HIGE DANDISM",2021-08-18,235693,43,,2022-06-09T15:09:31Z,"j-pop,anime,j-rock","IRORI Records",0.663,0.867,7,-6.558,1,0.0396,0.000454,0,0.287,0.439,104.013,4
6IO5nn84TKArsi3cjpIqaD,"Mela!","Mela!","Ryokuoushoku Shakai",2020-04-13,242066,67,,2022-06-09T14:46:18Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.619,0.941,8,-1.618,1,0.0584,0.0439,0.0000173,0.318,0.624,137.967,4
2f5lu9ArgqYPcMtQ5kGGwe,"可能性 - prod.Masayoshi Iimori","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,220396,33,,2022-06-09T14:45:50Z,"j-pop,anime,j-rock","LASTRUM",0.818,0.621,8,-6.969,1,0.0708,0.00895,0.00688,0.342,0.648,120,4
1ttNpiMd8WDfXAjITCfDZD,"BLIZZARD","BLIZZARD","BURNOUT SYNDROMES",2021-04-17,226132,35,,2022-06-08T08:33:43Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.507,0.914,11,-2.609,0,0.0846,0.0245,0.000701,0.371,0.779,138.036,4
4sHIS6p4YJYMTrXBjihFYz,"Bujji","Jagame Thandhiram (Original Motion Picture Soundtrack)","Santhosh Narayanan,Anirudh Ravichander",2021-06-07,267203,55,,2022-06-05T03:36:48Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.899,0.844,1,-3.465,1,0.139,0.0584,0,0.279,0.945,117.961,4
6JmDHc3drOSmu4IPO7zrWb,"Maacho (From Mersal)","Rahman Rewind: Romance","A.R. Rahman,Sid Sriram,Shweta Mohan",2019-01-04,275955,37,,2022-06-04T22:24:21Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tamil dance,tollywood,telugu pop,malayalam pop,mollywood","Sony Music Entertainment India Pvt. Ltd.",0.821,0.55,7,-7.504,1,0.0675,0.0134,0.000801,0.122,0.737,128.052,4
7h609a8Z4BuPTgBNLjOWyT,"BREAK DANCER","PHOENIX","BURNOUT SYNDROMES",2020-02-12,306826,18,,2022-06-04T18:07:35Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.542,0.937,4,-3.333,0,0.117,0.0621,0,0.404,0.567,135.941,4
0jfGU9W9jZwW6K5Cs3YTmd,"されど日々は","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,274021,38,,2022-06-03T20:02:38Z,"j-pop,anime,j-rock","LASTRUM",0.6,0.597,2,-5.782,1,0.0297,0.0101,0.0000071,0.199,0.381,78.988,4
2F9iSs6DypVQu26t5uaeFM,"三原色","THE BOOK 2","YOASOBI",2021-12-01,220253,52,,2022-06-03T17:38:41Z,"j-pop,anime","YOASOBI",0.666,0.923,5,-2.362,0,0.0712,0.0836,0,0.315,0.861,128.014,4
1KbDCvjDHrvqURzwB7c10M,"大正浪漫","THE BOOK 2","YOASOBI",2021-12-01,166426,46,,2022-06-03T17:36:39Z,"j-pop,anime","YOASOBI",0.643,0.945,1,-2.095,0,0.0445,0.0889,0,0.271,0.853,130.001,4
6uhIF5J5Txaie0is2nXdxU,"怪物","THE BOOK 2","YOASOBI",2021-12-01,205480,61,,2022-06-02T22:36:32Z,"j-pop,anime","YOASOBI",0.598,0.847,1,-2.54,1,0.205,0.0655,0.0000992,0.307,0.728,169.959,4
0ZPYvSJZ1feuhUcG17PHqP,"Anarchy","Anarchy","OFFICIAL HIGE DANDISM",2022-01-07,268431,46,,2022-06-02T13:45:52Z,"j-pop,anime,j-rock","IRORI Records",0.7,0.716,11,-7.834,0,0.0307,0.000311,0.00254,0.101,0.471,133.968,4
1zd35Y44Blc1CwwVbW3Qnk,"群青","THE BOOK","YOASOBI",2021-01-06,248026,71,,2022-06-01T14:01:53Z,"j-pop,anime","YOASOBI",0.725,0.853,10,-3.193,1,0.0516,0.305,0,0.115,0.707,134.991,4
75FEaRjZTKLhTrFGsfMUXR,"Running Up That Hill (A Deal With God)","Hounds Of Love","Kate Bush",1985,298933,10,,2022-05-29T18:49:24Z,"art pop,baroque pop,art rock","Parlophone UK",0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4
4se7FxPLJQftnmHCF5qL2B,"海の幽霊","STRAY SHEEP","Kenshi Yonezu",2020-08-05,234466,58,,2022-05-25T08:37:06Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.518,0.397,9,-10.249,1,0.0386,0.721,0.00000327,0.126,0.177,89.897,4
4h4QlmocP3IuwYEj2j14p8,"Sunroof","Sunroof","Nicky Youre,hey daisy",2021-12-03,163025,12,,2022-05-24T22:50:22Z,"","Columbia",0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,4
2TsyTag2aNa4wmUNmExzcI,"CRAZY NOISY BIZARRE TOWN","CRAZY NOISY BIZARRE TOWN","THE DU",2016-04-27,186720,59,,2022-05-23T12:52:37Z,"anime","ワーナー・ホーム・ビデオ",0.516,0.946,7,-2.623,1,0.072,0.117,0.00000434,0.0641,0.662,135.896,4
4b5oBON2DgamONUxvP4JyQ,"Slow & Easy","Slow & Easy","HIRAIDAI",2015-05-06,215120,62,,2022-05-23T01:37:39Z,"j-pop","avex trax",0.663,0.807,0,-4.229,1,0.0441,0.634,0,0.0972,0.767,77.971,4
3URqepysnbgyVe8Gq8TZom,"僕が君に出来ること","Life Goes On","HIRAIDAI",2021-02-10,207546,50,,2022-05-23T01:25:39Z,"j-pop","avex trax",0.824,0.416,11,-6.852,1,0.0716,0.733,0,0.428,0.69,106.154,4
5eQidKmns37kwHnCRuqeov,"Shower","Editorial","OFFICIAL HIGE DANDISM",2021-08-18,340213,40,,2022-05-22T23:29:31Z,"j-pop,anime,j-rock","IRORI Records",0.629,0.686,11,-7.983,1,0.0985,0.204,0,0.36,0.297,87.868,4
6zKMARmU2Ue50cucKnIUR6,"Forget You","The Lady Killer (The Platinum Edition)","CeeLo Green",2010-11-09,222733,57,,2022-05-21T15:59:32Z,"","Radiculture/Elektra",0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,4
2D7dXWUWwcYNg7o97A3n8u,"TOXIC BOY","YANKEE","Kenshi Yonezu",2014-04-23,237093,42,,2022-05-20T10:40:12Z,"j-pop,anime,j-rock","Universal Music LLC",0.558,0.857,11,-2.361,0,0.161,0.0765,0,0.141,0.821,176.991,4
64zKXUxhMsNSIng4IA7S3C,"WOODEN DOLL","YANKEE","Kenshi Yonezu",2014-04-23,247120,44,,2022-05-20T09:59:02Z,"j-pop,anime,j-rock","Universal Music LLC",0.547,0.942,10,-0.769,1,0.0394,0.000571,0,0.241,0.727,122.021,3
5x9dlxVbHlfvK5qnICw560,"ホラ吹き猫野郎","YANKEE","Kenshi Yonezu",2014-04-23,272853,40,,2022-05-19T20:06:03Z,"j-pop,anime,j-rock","Universal Music LLC",0.541,0.963,5,-1.293,0,0.0617,0.000714,0.0000017,0.11,0.901,99.917,4
52hQcHZh1RwZ8fX9BOwtZa,"MAD HEAD LOVE","YANKEE","Kenshi Yonezu",2014-04-23,217253,51,,2022-05-19T15:04:45Z,"j-pop,anime,j-rock","Universal Music LLC",0.611,0.963,11,-2.5,0,0.0643,0.0098,0,0.121,0.825,106.061,4
4xk70Qur2QeRmWIzWPC63V,"踊り子","踊り子","Vaundy",2021-11-17,230109,5,,2022-05-17T19:38:52Z,"j-pop,japanese indie,j-rock","SDR Inc.",0.718,0.475,7,-11.469,1,0.0611,0.845,0.801,0.105,0.678,157.032,4
0UBUg8NU4XJtQqzTPs8Pkr,"三原色","THE BOOK 2","YOASOBI",2021-12-01,220253,57,,2022-05-17T18:20:17Z,"j-pop,anime","YOASOBI",0.666,0.923,5,-2.362,0,0.0712,0.0836,0,0.315,0.861,128.014,4
1l1qZpVZnkY5CKU1j0F68O,"みどりの雨避け","Editorial","OFFICIAL HIGE DANDISM",2021-08-18,238266,34,,2022-05-16T13:20:29Z,"j-pop,anime,j-rock","IRORI Records",0.583,0.458,5,-11.544,1,0.0256,0.289,0.00133,0.115,0.527,96.011,4
0oUBuOO4g9P4lREqfqR5nq,"A Man Without Love","A Man Without Love","Engelbert Humperdinck",1968-08-03,203133,69,,2022-05-16T13:10:35Z,"","Decca (UMO)",0.538,0.467,2,-9.589,1,0.0327,0.637,0,0.115,0.507,111.766,4
45YBVp6zMwQZRbUDcPzmMB,"アイネクライネ","YANKEE","Kenshi Yonezu",2014-04-23,288013,69,,2022-05-16T10:08:46Z,"j-pop,anime,j-rock","Universal Music LLC",0.471,0.868,1,-2.291,1,0.0295,0.0384,0,0.297,0.811,173.969,4
6megNXGjmim4OitjZnIn9v,"春雷","BOOTLEG","Kenshi Yonezu",2017-11-01,288893,63,,2022-05-15T22:27:23Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.693,0.881,5,-3.176,0,0.0383,0.203,0,0.0553,0.881,124.006,4
2o9vYhKmDkSwlEwZpfouFR,"Kaatrai Konjam","Neethaane En Ponvasantham (Original Motion Picture Soundtrack)","Ilaiyaraaja,Karthik",2012-09-01,334200,37,,2022-05-12T14:26:25Z,"tamil pop,kollywood,telugu pop,tollywood,kannada pop,tamil dance,malayalam pop,mollywood","Sony Music Entertainment India Pvt. Ltd.",0.699,0.571,4,-8.477,1,0.0388,0.661,0.0199,0.0957,0.459,95.919,4
444PZgBLd6iOqX2wMBMTbj,"宮侑","TVアニメ『ハイキュー!!TO THE TOP』オリジナル・サウンドトラック","Asami Tachibana",2021-03-17,139853,33,,2022-05-12T04:11:15Z,"anime,soundtrack","TOHO animation RECORDS",0.68,0.686,5,-8.121,0,0.0757,0.000342,0.871,0.0718,0.31,129.98,4
7chyA7gilLR9fcAl4fzAxO,"稲荷崎応援曲①","TVアニメ『ハイキュー!!TO THE TOP』オリジナル・サウンドトラック","船橋市立船橋高等学校吹奏楽部",2021-03-17,101853,36,,2022-05-12T04:08:56Z,"anime","TOHO animation RECORDS",0.514,0.475,0,-9.473,1,0.0388,0.902,0.903,0.129,0.463,164.845,4
39wSItJOH200mFDJeClVyq,"視点","TVアニメ『ハイキュー!!TO THE TOP』オリジナル・サウンドトラック","Yuki Hayashi",2021-03-17,134693,31,,2022-05-12T04:06:05Z,"anime,soundtrack","TOHO animation RECORDS",0.689,0.729,4,-8.063,0,0.042,0.115,0.875,0.143,0.833,120.083,4
11ZbNh5223Bfs6H3Dik2AW,"及川徹","TVアニメ「ハイキュー!!」 オリジナルサウンドトラック","Asami Tachibana",2014-11-19,75000,20,,2022-05-12T04:05:39Z,"anime,soundtrack","TOHO animation RECORDS",0.798,0.665,2,-10.848,1,0.0578,0.000352,0.858,0.0295,0.891,123.97,4
5gB2IrxOCX2j9bMnHKP38i,"Life is a Highway","Cars (Original Motion Picture Soundtrack)","Rascal Flatts",2006-01-01,275640,74,,2022-05-11T10:17:46Z,"country","Walt Disney Records",0.562,0.934,5,-5.562,1,0.0607,0.00211,0,0.199,0.558,103.042,4
3Vcyge0Cog3IWiKWP9mycE,"Driver","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,287047,45,,2022-05-10T16:00:49Z,"j-pop,anime,j-rock","LASTRUM",0.393,0.746,6,-1.987,0,0.0363,0.0000508,0,0.123,0.521,157.923,4
5yeXw1L7CqKXkHaJ0W4RrT,"Tell Me Baby","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,281952,47,,2022-05-10T08:56:08Z,"j-pop,anime,j-rock","LASTRUM",0.649,0.81,0,-3.384,1,0.0346,0.0209,0,0.267,0.915,100.004,4
5iJuvKQAc4NvNRhcPSAPbZ,"ゴールデンタイムラバー - 2020 Remaster","スキマノハナタバ 〜Smile Song Selection〜","Sukima Switch",2020-08-18,343120,52,,2022-05-06T08:01:37Z,"j-pop,anime","Universal Music LLC",0.641,0.883,5,-4.365,0,0.0309,0.0114,0,0.387,0.834,124.898,4
1aCvj5he8HsgdROfcEW7Ax,"発明家","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,274462,38,,2022-05-02T23:07:28Z,"j-pop,anime,j-rock","LASTRUM",0.469,0.854,5,-2.206,1,0.0364,0.000031,0,0.0559,0.594,148.019,4
5DMEvbg3gUmiR5HIBWdveV,"ノーダウト","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,202394,64,,2022-04-29T20:55:38Z,"j-pop,anime,j-rock","LASTRUM",0.574,0.936,2,-3.185,1,0.0701,0.0585,0,0.336,0.792,149.954,4
15HNdxGKNCIO9pgaY4n7FU,"Pretender","Traveler","OFFICIAL HIGE DANDISM",2019-08-31,326842,60,,2022-04-27T23:25:39Z,"j-pop,anime,j-rock","PONY CANYON INC.",0.538,0.869,8,-3.464,1,0.0275,0.047,0,0.14,0.369,91.972,4
7yTsMH1V6kRoCcpFjQD8Vs,"ブラザーズ","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,237516,40,,2022-04-27T07:54:44Z,"j-pop,anime,j-rock","LASTRUM",0.666,0.886,9,-4.111,0,0.0527,0.0748,0,0.0501,0.976,164.088,4
2IPqNqkVIs2BHdwNys44lY,"ESCAPADE","エスカパレード","OFFICIAL HIGE DANDISM",2018-04-11,262685,51,,2022-04-26T23:34:06Z,"j-pop,anime,j-rock","LASTRUM",0.609,0.922,7,-1.7,0,0.0323,0.0138,0,0.114,0.741,132.013,4
5wWLNNwMAehpj83FU4Lz0m,"I LOVE...","Editorial","OFFICIAL HIGE DANDISM",2021-08-18,282680,63,,2022-04-26T21:44:18Z,"j-pop,anime,j-rock","IRORI Records",0.546,0.663,9,-6.071,1,0.0536,0.00938,0,0.178,0.407,171.698,4
0dKJGmhY4Hh40bOkPz9n6N,"SWEET TWEET","ラブとピースは君の中","OFFICIAL HIGE DANDISM",2015-04-22,295373,50,,2022-04-26T19:55:16Z,"j-pop,anime,j-rock","LASTRUM",0.596,0.924,2,-1.766,0,0.0512,0.0121,0,0.0511,0.762,133.552,4
1QUgDHrmc4POLCvlTn3o4e,"ボール拾いLv.1","TVアニメ『ハイキュー!!TO THE TOP』オリジナル・サウンドトラック","Yuki Hayashi",2021-03-17,144573,28,,2022-04-12T11:28:15Z,"anime,soundtrack","TOHO animation RECORDS",0.608,0.694,11,-10.682,0,0.0478,0.198,0.594,0.077,0.791,109.958,4
5WLaJoYalaASb9JB7Yk5U6,"ヒカリアレ","檸檬","BURNOUT SYNDROMES",2016-11-09,244786,61,,2022-04-04T15:23:29Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.313,0.941,7,-1.741,1,0.133,0.0112,0,0.363,0.35,178.061,4
5QYRO7CyyFaEh4RRv4G9Cp,"LEO","LEO","tacica",2014-07-16,257670,43,,2022-04-04T15:02:41Z,"anime,j-rock","Sony Music Labels Inc.",0.591,0.628,2,-6.263,1,0.0343,0.0582,0.00000168,0.092,0.58,81.279,4
3YOZLPRiTuYgItSGO41gPT,"FLY HIGH!!","檸檬","BURNOUT SYNDROMES",2016-11-09,244493,65,,2022-04-04T14:32:26Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.475,0.961,11,-1.434,1,0.0705,0.0132,0,0.331,0.355,94.466,4
7APmRLL4QCEd7TmAfz2onj,"愛麗絲（正式表記はAliceの中国語簡体字表記となります。）","BOOTLEG","Kenshi Yonezu",2017-11-01,189760,48,,2022-03-30T09:36:32Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.669,0.96,11,-3.019,0,0.0999,0.0103,0,0.106,0.744,114.97,4
3aYz5EBaRTWLpsfyUIsQyX,"砂の惑星 ( + 初音ミク )","BOOTLEG","Kenshi Yonezu,Hatsune Miku",2017-11-01,240026,55,,2022-03-30T09:05:13Z,"j-pop,anime,j-rock,vocaloid","Sony Music Labels Inc.",0.507,0.94,10,-3.264,0,0.0927,0.0252,0,0.152,0.917,94.874,4
2QaD2jnLNJgvyjT84hODSE,"エンパシー","エンパシー","ASIAN KUNG-FU GENERATION",2021-08-04,284466,42,,2022-03-28T03:25:34Z,"j-rock,anime,j-pop","Sony Music Labels Inc.",0.449,0.742,1,-7.37,1,0.0307,0.00305,0.0000047,0.172,0.521,178.976,4
03anCl0CUIi29mbrbsA8pY,"TEENAGE RIOT","STRAY SHEEP","Kenshi Yonezu",2020-08-05,225213,50,,2022-03-22T22:24:17Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.67,0.949,11,-5.525,0,0.11,0.0026,0,0.0977,0.467,131.957,4
1ZjoUsUbGdDrdyofWvSITO,"まちがいさがし","STRAY SHEEP","Kenshi Yonezu",2020-08-05,267453,54,,2022-03-22T22:24:12Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.511,0.533,0,-8.229,1,0.0577,0.628,0,0.165,0.405,83.183,4
2JddJrkwam4cTskjGQoysI,"PLACEBO ＋ 野田洋次郎","STRAY SHEEP","Kenshi Yonezu,Yojiro Noda",2020-08-05,240253,51,,2022-03-22T22:24:04Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.77,0.852,6,-5.564,1,0.0789,0.0714,0,0.063,0.833,113.967,4
04TshWXkhV1qkqHzf31Hn6,"Lemon","STRAY SHEEP","Kenshi Yonezu",2020-08-05,255826,71,,2022-03-22T22:23:56Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.525,0.646,11,-4.963,1,0.0268,0.304,0,0.297,0.373,86.957,4
4QnBgXJAEoHjKj6LiKP9wS,"カナリヤ","STRAY SHEEP","Kenshi Yonezu",2020-08-05,298373,48,,2022-03-22T22:15:21Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.59,0.315,5,-9.252,1,0.0292,0.669,0,0.174,0.214,86.022,4
6bukiujm3fiAIey2Qieimc,"迷える羊","STRAY SHEEP","Kenshi Yonezu",2020-08-05,226733,50,,2022-03-20T21:51:31Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.58,0.705,0,-7.41,1,0.032,0.053,0,0.281,0.217,101.945,4
0iniTNHwqBiP4UDE1dgUpD,"馬と鹿","STRAY SHEEP","Kenshi Yonezu",2020-08-05,265333,61,,2022-03-20T13:30:59Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.643,0.447,3,-6.411,1,0.0256,0.0978,0,0.286,0.676,91.019,4
2Tl9plCC1mml1tS9jepjC4,"ひまわり","STRAY SHEEP","Kenshi Yonezu",2020-08-05,242026,47,,2022-03-15T17:00:17Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.537,0.874,11,-6.277,0,0.0517,0.00116,0,0.375,0.707,92.924,4
